1,Block,From,To,Value (ETH),Ext/Int,Date,Exchange Rate,Value (USD)
670,1151168,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
671,1151224,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
672,1151277,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
673,1151288,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
674,1151304,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
675,1151317,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
676,1151403,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
677,1151436,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
678,1152081,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
679,1152125,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
680,1152128,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
681,1152128,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
682,1152133,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
683,1152155,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
684,1152185,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
685,1152198,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
686,1152275,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
687,1152303,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
688,1152323,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
689,1152340,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
690,1152341,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
691,1152341,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
692,1152360,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
693,1152363,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
694,1153310,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
695,1154016,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
696,1154565,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
697,1154855,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
698,1154857,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
699,1154860,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
700,1154872,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
701,1154986,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
702,1154987,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
703,1155412,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
704,1155416,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x0d82cd113dc35ddda93f38166cd5cde8b88e36a1,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
705,1155494,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
706,1155496,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x850efcf2c0fe2f53031dea203477eafebbaacc0c,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
707,1155499,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x446710082de6189de4159999559e5304fd5be031,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
708,1155500,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
709,1155501,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xaedd675607520b203a0216e38f3b5b440b8d901c,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
710,1155503,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
711,1155505,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
712,1155507,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
713,1155507,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
714,1155507,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xaedd675607520b203a0216e38f3b5b440b8d901c,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
715,1155509,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
716,1155509,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
717,1155509,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x18e113d8177c691a61be785852fa5bb47aeebdaf,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
718,1155509,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
719,1155516,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
720,1155516,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
721,1155517,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
722,1155517,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
723,1155518,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
724,1155534,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xaedd675607520b203a0216e38f3b5b440b8d901c,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
725,1156384,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xaedd675607520b203a0216e38f3b5b440b8d901c,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
726,1156387,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
727,1156416,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
728,1156417,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
729,1156418,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
730,1156419,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
731,1156421,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
732,1156423,0xf45717552f12ef7cb65e95476f217ea008167ae3,0xb3e3429824d31ba87edea73fac823a67f44c6015,0x0f43fc2c04ee0000,1,2016-03-15,12.57,14
733,1152198,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0x0de0b6b3a7640000,1,2016-03-15,12.57,13
734,1151168,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0x06f05b59d3b20000,1,2016-03-15,12.57,6
735,1151168,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x18e113d8177c691a61be785852fa5bb47aeebdaf,0x06f05b59d3b20000,1,2016-03-15,12.57,6
736,1151168,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0x06f05b59d3b20000,1,2016-03-15,12.57,6
737,1151168,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x18e113d8177c691a61be785852fa5bb47aeebdaf,0x06f05b59d3b20000,1,2016-03-15,12.57,6
738,1152525,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0x06f05b59d3b20000,1,2016-03-15,12.57,6
739,1152525,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x18e113d8177c691a61be785852fa5bb47aeebdaf,0x06f05b59d3b20000,1,2016-03-15,12.57,6
740,1154986,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0x06f05b59d3b20000,1,2016-03-15,12.57,6
741,1154986,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0x06f05b59d3b20000,1,2016-03-15,12.57,6
742,1154987,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0x06f05b59d3b20000,1,2016-03-15,12.57,6
743,1154988,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0x06f05b59d3b20000,1,2016-03-15,12.57,6
744,1154989,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0x06f05b59d3b20000,1,2016-03-15,12.57,6
745,1155089,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0x06f05b59d3b20000,1,2016-03-15,12.57,6
746,1151317,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0x02c68af0bb140000,1,2016-03-15,12.57,3
747,1156387,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0x017a5d2f8c944000,1,2016-03-15,12.57,1
748,1156384,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0x016345785d8a0000,1,2016-03-15,12.57,1
749,1153310,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0x01589cfc6f368000,1,2016-03-15,12.57,1
750,1156428,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xc19f7614424000,1,2016-03-15,12.57,1
751,1151224,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
752,1151277,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
753,1151288,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
754,1151304,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
755,1151403,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
756,1151436,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
757,1152081,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
758,1152125,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
759,1152128,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
760,1152128,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
761,1152133,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
762,1152155,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
763,1152185,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
764,1152192,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
765,1152275,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
766,1152275,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x18e113d8177c691a61be785852fa5bb47aeebdaf,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
767,1152303,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
768,1152340,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
769,1152341,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
770,1152341,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
771,1152359,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
772,1152360,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
773,1152379,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
774,1154016,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
775,1154565,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
776,1154855,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
777,1154857,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
778,1154860,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
779,1154872,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
780,1154873,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
781,1154875,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
782,1155269,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
783,1155271,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
784,1155494,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
785,1155496,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
786,1155496,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
787,1155499,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
788,1155500,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
789,1155501,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
790,1155503,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
791,1155505,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
792,1155507,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
793,1155507,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
794,1155507,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
795,1155509,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
796,1155509,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
797,1155509,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
798,1155509,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
799,1155509,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
800,1155512,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
801,1155516,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
802,1155516,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
803,1155517,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
804,1155517,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
805,1155518,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
806,1155529,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
807,1155534,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
808,1155534,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
809,1155549,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
810,1156038,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
811,1156416,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
812,1156417,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
813,1156418,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
814,1156419,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
815,1156421,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
816,1156423,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
817,1156423,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
818,1156424,0xf45717552f12ef7cb65e95476f217ea008167ae3,0x5ad48d8917b5e3dac087f9f7bb34cfe1a0aac29c,0xb1a2bc2ec50000,1,2016-03-15,12.57,1
